No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
534,01/11/2022,Tue,3218.27,3775.87,2200.0,1445.11,0,,10.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
535,02/11/2022,Wed,2618.98,3029.06,2600.0,616.32,0,,10.7,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
536,03/11/2022,Thu,2768.97,3122.97,2600.0,726.47,0,,9.1,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
537,04/11/2022,Fri,3512.64,4573.93,3800.0,1438.08,0,,8.2,6.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain
538,05/11/2022,Sat,5204.69,6067.8,6600.0,1061.36,0,,10.4,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
539,06/11/2022,Sun,3616.53,3827.75,3200.0,1065.45,0,,10.0,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
540,07/11/2022,Mon,2442.7,2626.47,2200.0,2230.16,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
541,08/11/2022,Tue,2946.76,3296.45,2300.0,2012.72,0,,11.0,10.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
542,09/11/2022,Wed,2577.32,3196.49,2800.0,2003.18,0,,10.2,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
543,10/11/2022,Thu,2643.23,3213.11,2800.0,1799.63,0,,12.2,12.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
544,11/11/2022,Fri,4731.52,5557.03,4100.0,3828.86,0,,13.5,13.5,Overcast,Cloudy skies throughout the day.,cloudy
545,12/11/2022,Sat,6133.78,7097.54,6700.0,2663.96,0,,12.7,12.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
546,13/11/2022,Sun,3117.64,3353.91,3200.0,110.22,0,,12.9,12.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
547,14/11/2022,Mon,2284.21,2561.1,2600.0,905.15,0,,11.4,11.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
548,15/11/2022,Tue,2790.74,3217.58,2600.0,1849.56,0,,9.8,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
549,16/11/2022,Wed,2992.64,3493.81,2800.0,2050.71,0,,8.0,6.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
550,17/11/2022,Thu,2891.59,3382.08,3000.0,1902.03,0,,8.5,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
551,18/11/2022,Fri,4128.69,5108.02,4500.0,1219.68,0,,7.4,4.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
552,19/11/2022,Sat,6521.02,7353.9,6300.0,2301.22,0,,5.6,3.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
553,20/11/2022,Sun,3089.12,3265.35,3400.0,128.32,0,,7.5,5.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
554,21/11/2022,Mon,2920.69,3303.14,2700.0,741.39,0,,6.6,3.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
555,22/11/2022,Tue,2374.73,2749.03,3200.0,516.57,0,,6.6,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
556,23/11/2022,Wed,3278.2,3861.42,3200.0,1744.37,0,,8.6,6.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
557,24/11/2022,Thu,3552.47,4218.63,3400.0,2417.52,0,,8.4,6.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
558,25/11/2022,Fri,4146.93,5384.37,5200.0,2682.4,0,,8.6,6.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
559,26/11/2022,Sat,5911.67,6771.93,7000.0,1953.88,0,,10.1,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
560,27/11/2022,Sun,2745.97,2958.8,3300.0,-28.76,0,,10.2,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
561,28/11/2022,Mon,3346.93,3929.8,2800.0,1140.2,0,,7.0,4.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
562,29/11/2022,Tue,2894.38,3286.12,3300.0,382.46,0,,3.6,2.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
563,30/11/2022,Wed,4032.11,4609.81,3500.0,2006.95,0,,4.6,2.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
564,01/12/2022,Thu,3937.8,4667.77,3500.0,4667.77,0,,2.0,-0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
565,02/12/2022,Fri,4831.22,5561.75,5000.0,5561.75,0,,1.7,-0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
566,03/12/2022,Sat,6934.46,7607.91,7300.0,7607.91,0,,4.2,0.0,Overcast,Cloudy skies throughout the day.,cloudy
567,04/12/2022,Sun,3243.47,3491.93,3500.0,3491.93,0,,3.0,-1.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
568,05/12/2022,Mon,3833.1,4495.64,3200.0,4495.64,0,,4.6,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
569,06/12/2022,Tue,3814.57,4219.04,3200.0,4219.04,0,,4.0,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
570,07/12/2022,Wed,4140.42,4517.99,3800.0,4517.99,0,,1.4,-1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
571,08/12/2022,Thu,4657.95,5172.62,4000.0,5172.62,0,,0.4,-2.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
572,09/12/2022,Fri,4959.07,5883.47,5500.0,5883.47,0,,-0.4,-2.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
573,10/12/2022,Sat,5351.13,5878.57,6500.0,5878.57,0,,0.8,-2.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
574,11/12/2022,Sun,3897.12,4113.42,3400.0,4113.42,0,,-0.2,-2.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow
575,12/12/2022,Mon,4310.96,4652.57,3800.0,-230.2,0,,-1.5,-5.3,Overcast,Cloudy skies throughout the day.,cloudy
576,13/12/2022,Tue,4488.32,5010.87,3500.0,1355.83,0,,-1.2,-6.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
577,14/12/2022,Wed,4838.3,5214.57,4500.0,1970.47,0,,-2.4,-8.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
578,15/12/2022,Thu,5964.36,6578.73,4600.0,2028.07,0,,-2.4,-7.0,Clear,Clear conditions throughout the day.,clear-day
579,16/12/2022,Fri,6454.82,7219.86,6000.0,2413.62,0,,-0.9,-3.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
580,17/12/2022,Sat,7381.38,8226.98,8000.0,2493.75,0,,2.6,-0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
581,18/12/2022,Sun,3554.46,3797.51,3400.0,672.5,0,,4.9,1.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
582,19/12/2022,Mon,6559.37,7459.32,5200.0,3026.23,0,,12.1,12.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
583,20/12/2022,Tue,5007.48,5426.49,5500.0,245.5,0,,7.9,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
584,21/12/2022,Wed,6466.57,7081.52,5800.0,1732.07,0,,7.8,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
585,22/12/2022,Thu,6080.82,6578.27,5800.0,2082.18,0,,8.3,6.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
586,23/12/2022,Fri,6586.34,7367.2,5500.0,5264.22,0,,8.8,7.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
587,24/12/2022,Sat,2411.47,2723.42,3000.0,2723.42,0,,8.6,6.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
588,25/12/2022,Sun,0.0,0.0,0.0,0.0,1,Christmas Day,9.3,7.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
589,26/12/2022,Mon,0.0,0.0,0.0,-3619.09,1,Boxing Day,5.0,1.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
590,27/12/2022,Tue,5980.28,6321.82,5000.0,3608.77,1,Christmas Day (observed),7.0,3.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
591,28/12/2022,Wed,6266.62,6835.99,6500.0,1948.71,0,,9.5,7.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
592,29/12/2022,Thu,6890.58,7229.97,6500.0,1868.9,0,,6.4,2.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
593,30/12/2022,Fri,7278.31,8023.36,6500.0,5001.76,0,,9.0,6.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
594,31/12/2022,Sat,4001.29,4349.7,5000.0,4349.7,0,,10.7,10.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
595,01/01/2023,Sun,0.0,0.0,0.0,-4136.71,1,New Year's Day,9.0,6.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
596,02/01/2023,Mon,4807.08,5021.62,5800.0,578.67,1,New Year's Day (observed),5.3,3.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
597,03/01/2023,Tue,2527.17,3113.63,2800.0,445.29,0,,9.4,8.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
598,04/01/2023,Wed,2796.67,3112.32,2800.0,541.07,0,,11.7,11.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
599,05/01/2023,Thu,2324.85,2604.86,2800.0,417.2,0,,10.9,10.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
600,06/01/2023,Fri,3277.39,3816.5,4500.0,-547.25,0,,9.2,7.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
601,07/01/2023,Sat,6730.52,7500.92,6500.0,1869.3,0,,9.8,8.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
602,08/01/2023,Sun,3651.52,3930.12,3000.0,1093.26,0,,6.8,3.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
603,09/01/2023,Mon,1608.23,2180.05,2500.0,-2.53,0,,6.5,2.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
604,10/01/2023,Tue,1857.64,2352.19,2600.0,86.61,0,,9.4,8.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
605,11/01/2023,Wed,2133.29,2560.75,2800.0,-100.68,0,,8.3,4.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
606,12/01/2023,Thu,1803.27,2228.26,2800.0,-246.8,0,,9.9,8.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
607,13/01/2023,Fri,3037.89,3897.46,4200.0,762.23,0,,7.7,4.2,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
608,14/01/2023,Sat,6887.05,7831.14,6200.0,2897.0,0,,8.3,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
609,15/01/2023,Sun,3071.26,3316.68,3100.0,564.09,0,,4.6,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
610,16/01/2023,Mon,1999.65,2359.16,2300.0,306.86,0,,2.2,-1.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain
611,17/01/2023,Tue,2107.72,2564.87,2300.0,645.76,0,,-1.7,-3.6,Clear,Clear conditions throughout the day.,clear-day
612,18/01/2023,Wed,1670.19,2203.24,2600.0,21.02,0,,0.9,-2.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain
613,19/01/2023,Thu,2110.3,2638.04,2800.0,-124.52,0,,0.8,-1.1,Rain,Clear conditions throughout the day with morning rain.,rain
614,20/01/2023,Fri,3310.59,3883.92,4400.0,-393.84,0,,1.2,-1.1,Clear,Clear conditions throughout the day.,clear-day
615,21/01/2023,Sat,6744.53,7383.4,6800.0,1279.28,0,,-1.2,-3.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain
616,22/01/2023,Sun,2992.13,3211.77,3200.0,149.83,0,,-0.8,-2.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
617,23/01/2023,Mon,1420.74,1835.85,2300.0,219.84,0,,0.3,-0.6,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain
618,24/01/2023,Tue,1684.93,2016.09,2300.0,-168.32,0,,-1.0,-1.1,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain
619,25/01/2023,Wed,2112.29,2637.25,2700.0,-20.19,0,,1.5,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
620,26/01/2023,Thu,1574.23,2144.57,2800.0,-674.62,0,,4.5,1.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
621,27/01/2023,Fri,3184.19,3865.08,4600.0,-291.03,0,,3.2,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
622,28/01/2023,Sat,7054.22,8131.86,8000.0,-64.83,0,,3.1,2.2,Overcast,Cloudy skies throughout the day.,cloudy
623,29/01/2023,Sun,3289.7,3505.51,3500.0,272.46,0,,6.0,3.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
624,30/01/2023,Mon,1213.85,2052.02,2100.0,-8.83,0,,6.5,3.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
625,31/01/2023,Tue,1782.48,2404.23,2400.0,-347.85,0,,6.9,3.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
626,01/02/2023,Wed,2875.63,3408.26,2500.0,893.85,0,,7.3,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
627,02/02/2023,Thu,2247.08,2709.76,2500.0,38.54,0,,8.6,6.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
628,03/02/2023,Fri,3232.36,4222.51,3700.0,375.95,0,,9.1,7.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
629,04/02/2023,Sat,5779.88,6745.76,7500.0,1235.1,0,,7.4,5.3,Overcast,Cloudy skies throughout the day.,cloudy
630,05/02/2023,Sun,3298.03,3507.72,3400.0,320.99,0,,4.3,1.7,Clear,Clear conditions throughout the day.,clear-day
631,06/02/2023,Mon,1546.22,1939.25,2100.0,-150.14,0,,3.5,1.7,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
632,07/02/2023,Tue,1698.87,2411.69,2000.0,495.68,0,,3.3,2.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
633,08/02/2023,Wed,1902.5,2247.42,2600.0,-456.92,0,,3.3,1.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
634,09/02/2023,Thu,1838.28,2352.0,2600.0,-162.27,0,,5.5,3.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
635,10/02/2023,Fri,3612.96,4684.48,4500.0,-22.02,0,,5.0,2.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
636,11/02/2023,Sat,5100.05,5823.35,7500.0,-1094.39,0,,7.9,6.5,Overcast,Cloudy skies throughout the day.,cloudy
637,12/02/2023,Sun,2580.7,2993.89,3400.0,-769.49,0,,6.8,4.8,Overcast,Cloudy skies throughout the day.,cloudy
638,13/02/2023,Mon,2787.92,3359.88,4000.0,-524.35,0,,6.4,4.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
639,14/02/2023,Tue,3605.97,4662.41,5500.0,1950.16,0,,6.8,5.4,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
640,15/02/2023,Wed,2813.03,3330.06,4500.0,416.96,0,,6.9,5.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
641,16/02/2023,Thu,3264.67,3676.56,4500.0,1294.47,0,,9.4,7.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
642,17/02/2023,Fri,4800.8,5774.56,5000.0,3462.75,0,,10.8,10.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
643,18/02/2023,Sat,5056.26,5969.88,5700.0,1162.55,0,,10.1,8.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
